"Quote_Id","Quote_Date","Quote_Flag","Field_info1","Field_info2","Field_info3","Field_info4","Coverage_info1","Coverage_info2","Coverage_info3","Sales_info1","Sales_info2","Sales_info3","Sales_info4","Sales_info5","Personal_info1","Personal_info2","Personal_info3","Personal_info4","Personal_info5","Property_info1","Property_info2","Property_info3","Property_info4","Property_info5","Geographic_info1","Geographic_info2","Geographic_info3","Geographic_info4","Geographic_info5"
48147,"13/5/13",0,"J",0.9691,"1,165","N",2,22,"F",1,5,1,"K",61329,"N",16,"ZA",0,2,"N",0,"I",0,2,14,4,-1,"N","TX"
48152,"15/4/13",0,"B",0.9403,"965","N",5,2,"J",1,3,15,"K",28234,"N",7,"ZA",0,2,"N",0,"O",0,3,2,11,-1,"N","CA"
48179,"4/12/14",0,"E",0.9108,"1,487","N",1,22,"K",1,5,11,"Q",17414,"N",19,"ZW",0,,"N",0,"R",1,2,10,23,-1,"N","IL"
48230,"12/8/13",0,"F",0.9919,"564","N",9,22,"E",0,2,21,"K",17400,"N",21,"XR",0,,"N",0,"R",0,16,4,21,-1,"N","NJ"
48296,"19/7/13",1,"F",0.9919,"564","N",5,25,"E",1,3,17,"V",2243,"N",16,"ZT",0,,"Y",0,"N",1,8,4,16,-1,"N","NJ"
48308,"14/4/13",0,"B",0.9403,"965","N",11,22,"D",0,4,23,"T",20626,"N",10,"ZA",0,2,"N",0,"O",0,11,2,4,-1,"N","CA"
48341,"12/6/13",0,"B",0.9403,"965","N",25,22,"D",0,5,24,"T",58361,"N",6,"ZA",0,2,"N",0,"O",0,25,2,13,-1,"N","CA"
48425,"5/2/13",0,"B",0.9403,"965","N",4,22,"J",1,4,23,"P",41804,"N",6,"ZA",0,2,"N",0,"O",0,17,2,8,-1,"N","CA"
48451,"19/8/13",0,"B",0.9403,"965","N",4,22,"D",1,5,21,"K",48022,"N",3,"ZA",0,2,"N",0,"D",0,10,2,9,-1,"N","CA"
48453,"25/3/15",0,"B",0.9153,"935","N",15,22,"D",0,5,20,"T",16183,"N",6,"ZA",0,2,"N",0,"D",1,25,2,13,-1,"N","CA"
48485,"21/2/15",0,"K",0.887,"1,113","Y",7,22,"G",1,5,11,"R",32648,"N",22,"ZF",0,,"N",0,"Q",1,16,14,5,-1,"N","TX"
48513,"8/10/14",0,"J",0.8793,"1,113","N",5,22,"F",0,5,11,"T",53130,"N",16,"ZA",0,2,"N",0,"J",0,4,24,12,-1,"N","TX"
48532,"18/3/14",0,"B",0.9153,"935","N",3,22,"D",1,5,11,"P",19456,"N",7,"ZA",0,2,"N",0,"O",0,20,2,11,-1,"N","CA"
48635,"28/4/14",0,"F",1.0006,"548","N",3,2,"G",0,5,20,"K",42969,"N",-1,"XO",0,2,"N",0,"J",0,5,4,20,-1,"N","NJ"
48652,"3/4/13",0,"F",0.9313,"564","N",8,22,"B",1,4,23,"V",12273,"N",22,"ZN",0,2,"N",0,"R",1,16,4,20,-1,"N","NJ"
48685,"18/3/13",1,"J",0.9769,"1,165","N",6,22,"F",1,3,8,"P",8133,"N",6,"ZF",0,,"N",0,"I",1,12,18,4,-1,"N","TX"
48688,"30/9/13",0,"J",0.9497,"1,165","N",16,22,"G",1,5,4,"K",52604,"N",6,"XR",0,,"N",0,"J",1,15,24,16,-1,"N","TX"
48695,"29/1/14",0,"E",0.9472,"1,487","N",2,22,"K",0,5,7,"T",1405,"N",-1,"XQ",0,,"N",0,"R",1,1,11,23,-1,"N","IL"
48739,"13/3/15",1,"B",0.9153,"935","N",18,22,"D",1,5,20,"V",25281,"N",5,"ZA",0,2,"Y",0,"A",1,24,2,7,-1,"N","CA"
48749,"15/4/15",0,"B",0.9153,"935","N",9,22,"J",1,2,20,"T",6654,"N",11,"ZA",0,2,"N",0,"O",0,24,1,15,-1,"N","CA"
48751,"13/4/15",0,"F",1.0101,"548","N",2,22,"E",1,5,11,"K",10805,"N",1,"ZT",0,,"N",0,"N",0,6,4,21,-1,"N","NJ"
48780,"14/4/15",1,"B",0.9153,"935","N",5,2,"D",1,5,11,"P",42621,"N",4,"ZA",0,2,"N",0,"O",0,15,2,13,-1,"N","CA"
48798,"17/12/14",0,"E",0.9108,"1,487","N",4,25,"K",1,5,11,"T",24651,"N",17,"ZK",0,,"Y",0,"R",1,2,11,24,-1,"N","IL"
48837,"5/11/14",0,"B",0.9153,"935","N",7,22,"J",1,3,20,"T",36756,"N",8,"ZA",0,2,"N",0,"O",1,22,2,11,-1,"N","CA"
48849,"6/5/14",0,"B",0.9153,"935","N",4,22,"E",1,2,20,"V",58861,"N",5,"ZA",0,2,"N",0,"E",0,18,2,4,-1,"N","CA"
48854,"3/11/14",0,"F",1.0006,"548","N",4,22,"E",1,3,20,"K",1486,"N",6,"ZT",0,,"N",0,"R",1,13,4,19,-1,"N","NJ"
48904,"19/6/13",0,"B",0.9403,"965","N",6,22,"D",1,5,17,"T",19717,"N",8,"ZA",0,2,"N",0,"O",0,17,2,4,-1,"N","CA"
48911,"17/6/13",0,"F",0.9919,"564","N",10,22,"E",1,5,1,"K",59276,"N",8,"XX",0,,"N",0,"R",1,17,4,17,-1,"N","NJ"
48970,"3/6/13",0,"B",0.9403,"965","N",13,22,"D",0,5,17,"K",38439,"N",5,"ZA",0,2,"N",0,"D",0,24,2,8,-1,"N","CA"
49013,"10/1/14",0,"B",0.9403,"935","N",8,22,"E",0,2,20,"V",3721,"N",6,"ZA",0,2,"N",0,"O",1,21,2,7,-1,"N","CA"
49034,"16/5/15",0,"K",0.887,"1,113","Y",10,22,"F",1,5,11,"R",18697,"N",14,"ZF",0,,"N",0,"S",1,4,24,14,-1,"N","TX"
49080,"11/2/13",0,"E",0.9368,"1,480","N",1,22,"K",1,3,14,"K",17186,"N",5,"XW",0,2,"N",0,"R",0,3,9,25,-1,"N","IL"
49097,"11/9/14",0,"B",0.9153,"935","N",10,22,"D",1,5,11,"Q",16415,"N",25,"ZA",0,2,"N",0,"O",1,13,2,12,25,"N","CA"
49107,"10/4/14",0,"F",1.0006,"548","N",11,22,"J",1,3,20,"Q",55745,"N",14,"ZT",0,,"N",0,"R",1,18,4,17,-1,"N","NJ"
49163,"4/8/14",0,"F",1.0006,"548","N",4,25,"E",1,4,11,"K",41954,"N",7,"XB",0,,"N",0,"R",0,1,4,18,-1,"N","NJ"
49186,"23/4/15",0,"B",0.9153,"935","N",12,22,"E",1,3,20,"Q",50811,"N",-1,"ZA",0,2,"N",0,"O",1,16,2,12,-1,"N","CA"
49205,"21/8/13",0,"E",0.9487,"1,480","N",13,22,"F",1,5,4,"T",1807,"N",24,"YF",0,,"N",0,"N",1,13,9,25,-1,"N","IL"
49206,"18/7/13",0,"E",0.9487,"1,480","N",15,22,"F",1,5,1,"Q",39447,"N",14,"ZA",0,2,"N",0,"J",0,17,10,23,-1,"N","IL"
49325,"19/3/15",0,"F",1.0101,"548","N",7,22,"E",1,3,20,"Q",59401,"N",-1,"XO",0,,"N",0,"R",1,19,4,16,-1,"N","NJ"
49333,"5/5/15",0,"B",0.9153,"935","N",9,22,"J",0,4,11,"P",59492,"N",6,"ZA",0,2,"N",0,"D",1,19,2,11,-1,"N","CA"
49403,"7/8/13",0,"J",0.9691,"1,165","N",5,22,"F",0,4,22,"T",22820,"N",5,"XD",0,,"N",0,"J",1,4,13,8,-1,"N","TX"
49465,"14/6/14",0,"B",0.9153,"935","N",9,25,"E",1,4,11,"R",57462,"N",10,"ZA",0,2,"N",0,"O",0,15,2,9,-1,"N","CA"
49477,"22/1/14",0,"B",0.9403,"935","N",17,22,"D",1,5,20,"T",20017,"N",-1,"ZA",0,2,"N",0,"O",1,25,2,11,-1,"N","CA"
49530,"2/7/14",1,"F",1.0006,"548","N",8,25,"K",0,4,10,"T",44092,"N",1,"XO",0,2,"N",0,"R",1,20,4,21,-1,"N","NJ"
49557,"18/6/13",0,"E",0.9485,"1,480","N",15,22,"F",1,5,1,"P",52981,"N",5,"ZA",0,2,"N",0,"O",0,20,9,23,-1,"N","IL"
49586,"25/11/14",0,"F",1.0006,"548","N",13,22,"E",0,5,10,"P",28435,"N",-1,"XJ",0,,"Y",0,"R",1,18,4,22,-1,"N","NJ"
49612,"19/6/14",1,"F",1.0006,"548","N",5,22,"E",1,3,20,"P",51701,"N",6,"XM",0,,"N",0,"N",0,6,4,18,-1,"N","NJ"
49621,"5/2/15",0,"B",0.9153,"935","N",7,22,"E",1,3,20,"Q",38920,"N",-1,"ZA",0,2,"N",0,"O",0,18,2,11,-1,"N","CA"
49643,"8/10/14",0,"B",0.9153,"935","N",24,22,"D",1,5,11,"T",31897,"N",-1,"ZA",0,2,"N",0,"D",1,24,2,4,-1,"N","CA"
49797,"25/7/14",0,"J",0.8928,"1,113","N",7,22,"G",0,5,11,"V",12172,"N",-1,"XJ",0,,"Y",0,"S",1,5,24,12,-1,"N","TX"
49847,"30/3/13",1,"F",0.8945,"564","N",5,22,"G",1,3,16,"R",31904,"N",6,"ZF",0,,"N",0,"R",1,14,4,18,-1,"N","NJ"
49861,"4/9/14",0,"B",0.9153,"935","N",4,25,"J",1,4,11,"Q",60545,"N",-1,"ZA",0,2,"N",0,"D",0,20,2,9,-1,"N","CA"
49879,"31/12/14",0,"F",1.0005,"548","N",8,22,"E",1,3,20,"T",44052,"N",4,"XS",0,,"Y",0,"R",1,9,4,18,-1,"N","NJ"
49945,"30/12/14",0,"F",1.0005,"548","N",6,22,"E",1,4,11,"P",19995,"N",1,"YE",0,,"Y",0,"R",1,4,4,18,-1,"N","NJ"
49947,"6/12/13",0,"B",0.9403,"965","N",20,22,"J",0,3,20,"V",41389,"N",17,"ZA",0,2,"N",0,"O",0,21,1,4,-1,"N","CA"
49953,"17/9/13",0,"F",0.9919,"564","N",12,22,"E",0,5,20,"P",8304,"N",7,"XJ",0,,"N",0,"D",1,16,4,22,-1,"N","NJ"
49975,"9/1/15",0,"J",0.887,"1,113","N",7,22,"G",0,5,11,"V",13132,"N",-1,"ZN",0,,"N",0,"J",1,5,24,14,-1,"N","TX"
49981,"12/11/13",1,"F",0.9919,"564","N",8,25,"E",1,3,20,"P",14482,"N",25,"XQ",0,,"N",0,"R",1,18,4,18,-1,"N","NJ"
50008,"24/11/14",0,"J",0.887,"1,113","N",8,22,"F",1,5,11,"K",40271,"N",-1,"ZH",0,,"N",0,"O",1,7,7,4,-1,"N","TX"
50054,"7/1/13",1,"F",0.9223,"564","N",5,25,"G",1,4,23,"K",43363,"N",6,"XZ",0,,"N",0,"N",1,12,4,16,-1,"N","NJ"
50116,"19/11/13",0,"B",0.9403,"965","N",4,22,"D",1,5,7,"V",18326,"N",-1,"ZA",0,2,"N",0,"D",1,5,2,13,-1,"N","CA"
50191,"24/3/15",0,"B",0.9153,"935","N",11,25,"D",1,5,11,"P",20264,"Y",13,"ZA",0,2,"N",0,"O",1,24,2,13,-1,"N","CA"
50317,"6/8/14",0,"F",1.0006,"548","N",2,22,"E",1,3,20,"T",43776,"N",4,"XH",0,,"N",0,"R",1,4,4,18,-1,"N","NJ"
50322,"5/7/13",0,"F",0.9919,"564","N",13,22,"E",0,5,17,"V",50570,"N",11,"XB",0,2,"N",0,"R",1,14,4,17,-1,"N","NJ"
50332,"30/3/15",0,"F",1.0101,"548","N",25,22,"E",0,5,11,"K",51721,"N",-1,"ZA",0,2,"N",0,"Q",0,20,4,21,-1,"N","NJ"
50334,"1/9/13",0,"J",0.9497,"1,165","N",13,22,"G",1,4,4,"M",6818,"N",6,"XR",0,2,"N",0,"J",1,19,13,6,-1,"N","TX"
50339,"30/8/13",0,"F",0.9919,"564","N",20,22,"E",1,5,4,"V",25894,"N",-1,"XH",0,,"N",0,"S",0,17,4,21,-1,"N","NJ"
50381,"31/5/13",0,"B",0.9403,"965","N",11,22,"D",0,5,17,"V",1378,"N",-1,"ZA",0,2,"N",0,"D",0,25,1,9,-1,"N","CA"
50448,"20/4/15",0,"C",0.8746,"1,487","Y",6,22,"F",1,5,11,"K",46429,"N",6,"XX",0,,"N",0,"R",1,10,9,25,-1,"N","IL"
50453,"28/10/14",1,"F",1.0006,"548","N",6,22,"E",1,4,11,"V",35104,"N",6,"XM",0,,"N",0,"N",1,10,4,21,-1,"N","NJ"
50458,"9/3/15",0,"K",0.887,"1,113","Y",6,22,"F",1,2,3,"K",2175,"N",-1,"XM",0,,"N",0,"J",1,5,13,8,-1,"N","TX"
50524,"14/10/14",0,"J",0.8793,"1,113","N",10,22,"G",1,5,11,"P",46487,"N",-1,"XO",0,,"N",0,"J",1,12,25,16,-1,"N","TX"
50547,"9/8/13",0,"J",0.9691,"1,165","N",8,22,"G",1,5,4,"V",22040,"N",8,"ZA",0,2,"N",0,"O",0,18,14,5,-1,"N","TX"
50548,"29/1/14",0,"B",0.9403,"935","N",3,22,"D",1,5,7,"V",31062,"Y",9,"ZA",0,2,"N",0,"D",0,7,2,13,-1,"N","CA"
50693,"26/8/14",0,"J",0.8928,"1,113","N",2,22,"F",1,5,11,"P",41001,"N",-1,"XO",0,,"N",0,"J",1,3,6,6,-1,"N","TX"
50694,"13/11/13",0,"F",0.9919,"564","N",4,22,"E",1,5,7,"T",57514,"N",7,"ZT",0,,"N",0,"E",1,3,4,16,-1,"N","NJ"
50755,"9/4/14",0,"B",0.9153,"935","N",18,22,"D",1,5,20,"T",32848,"N",10,"ZA",0,2,"N",0,"O",0,25,2,14,-1,"N","CA"
50793,"18/2/13",1,"F",0.9023,"564","N",14,22,"E",1,3,14,"K",50850,"N",4,"ZN",0,,"Y",0,"R",1,17,4,16,-1,"N","NJ"
50819,"14/4/15",1,"C",0.8746,"1,487","Y",12,22,"A",1,4,11,"Q",33405,"N",5,"XJ",0,,"N",0,"D",1,19,9,24,-1,"N","IL"
50833,"4/11/14",0,"J",0.887,"1,113","N",10,22,"G",1,5,11,"P",59031,"N",24,"ZT",0,,"N",0,"O",1,5,14,8,-1,"N","TX"
50858,"24/5/13",0,"B",0.9403,"965","N",15,22,"E",1,3,15,"V",31834,"N",-1,"ZA",0,2,"N",0,"O",0,24,1,15,-1,"N","CA"
50889,"4/2/14",0,"B",0.9403,"935","N",14,25,"D",1,5,20,"R",14342,"N",13,"ZA",0,2,"N",0,"O",1,20,2,4,-1,"N","CA"
50890,"5/2/15",0,"K",0.887,"1,113","Y",1,22,"F",0,5,11,"Q",66215,"N",5,"ZT",0,,"N",0,"I",0,1,13,6,-1,"N","TX"
50973,"12/1/15",0,"K",0.887,"1,113","Y",6,22,"K",1,5,11,"K",15495,"N",-1,"XR",0,,"N",0,"S",1,2,14,8,-1,"N","TX"
51011,"8/7/13",0,"F",0.9919,"564","N",6,22,"E",1,5,1,"K",16344,"N",-1,"XL",0,,"N",0,"O",1,14,4,21,-1,"N","NJ"
51060,"11/7/14",0,"E",0.9392,"1,487","N",6,22,"F",1,5,11,"V",52574,"N",22,"ZA",0,2,"N",0,"R",0,11,9,24,-1,"N","IL"
51080,"23/9/13",0,"B",0.9403,"965","N",11,25,"E",1,3,20,"K",5096,"N",12,"ZA",0,2,"N",0,"D",1,16,2,6,-1,"N","CA"
51115,"2/1/13",0,"J",0.9559,"1,165","N",10,22,"G",1,5,23,"T",36314,"N",6,"XX",0,,"N",0,"S",1,5,14,8,-1,"N","TX"
51167,"12/5/14",0,"F",1.0006,"548","N",9,22,"E",1,3,20,"K",23671,"N",7,"XR",0,,"N",0,"R",1,8,4,22,-1,"N","NJ"
51174,"25/2/14",0,"B",0.9403,"935","N",2,22,"E",1,3,20,"K",46658,"N",-1,"ZA",0,2,"N",0,"O",1,3,2,4,-1,"N","CA"
51175,"26/9/13",1,"F",0.9919,"564","N",14,22,"E",1,3,20,"Q",41902,"N",7,"YH",0,,"N",0,"R",1,21,4,19,-1,"N","NJ"
51195,"4/10/13",0,"E",0.9482,"1,480","N",7,22,"A",0,3,20,"V",17710,"N",5,"XD",0,,"N",0,"N",1,4,9,25,-1,"N","IL"
51204,"5/5/14",0,"F",1.0006,"548","N",12,2,"G",0,5,20,"K",2819,"N",-1,"ZH",0,,"N",0,"N",1,14,4,17,-1,"N","NJ"
51232,"8/8/14",0,"J",0.8928,"1,113","N",3,22,"F",1,5,11,"V",42273,"N",13,"ZA",0,2,"N",0,"I",0,8,24,4,-1,"N","TX"
51305,"7/3/14",0,"F",0.9566,"548","N",19,25,"E",1,3,20,"V",45334,"N",6,"ZR",0,,"N",0,"O",1,23,4,22,-1,"N","NJ"
51309,"11/4/14",0,"J",0.8922,"1,113","N",11,22,"F",1,5,11,"V",34739,"N",5,"ZA",0,2,"N",0,"I",0,22,17,4,-1,"N","TX"
51323,"10/4/15",0,"K",0.887,"1,113","Y",5,22,"K",1,5,11,"V",61087,"N",-1,"ZA",0,2,"N",0,"J",0,9,14,7,-1,"N","TX"
51330,"4/10/13",0,"B",0.9403,"965","N",6,2,"D",0,5,24,"V",52527,"N",4,"ZA",0,2,"N",0,"O",0,21,1,15,-1,"N","CA"
51331,"16/10/14",1,"F",1.0006,"548","N",25,25,"E",0,4,11,"Q",61781,"N",5,"XD",0,,"N",0,"O",0,19,5,22,-1,"N","NJ"
51384,"28/3/14",1,"F",0.9566,"548","N",6,25,"K",1,4,11,"V",14687,"N",6,"ZR",0,,"Y",0,"R",1,16,4,20,-1,"N","NJ"
51396,"29/1/14",0,"J",0.8922,"1,113","N",15,22,"F",0,5,20,"T",4426,"N",4,"ZA",0,2,"N",0,"J",0,18,15,4,-1,"N","TX"
51473,"2/2/15",0,"B",0.9153,"935","N",21,22,"D",1,5,11,"K",62344,"N",8,"ZA",0,2,"N",0,"O",1,25,2,4,-1,"N","CA"
51480,"4/11/14",1,"B",0.9153,"935","N",13,22,"E",1,3,20,"P",32237,"N",4,"ZA",0,2,"N",0,"O",1,14,2,9,-1,"N","CA"
51494,"2/4/14",0,"B",0.9153,"935","N",6,2,"E",1,4,11,"T",17374,"N",5,"ZA",0,2,"N",0,"O",1,8,2,12,25,"N","CA"
51523,"14/8/13",0,"E",0.9487,"1,480","N",3,22,"G",0,3,16,"T",64755,"N",7,"XH",0,,"N",0,"N",1,2,9,24,-1,"N","IL"
51618,"23/4/14",1,"E",0.9392,"1,487","N",14,22,"A",1,3,20,"V",26368,"N",7,"XJ",0,,"N",0,"J",0,22,9,23,-1,"N","IL"
51630,"2/1/14",0,"J",0.8922,"1,113","N",11,22,"G",1,5,7,"Q",56454,"N",24,"ZA",0,2,"Y",0,"J",0,22,14,5,-1,"N","TX"
51648,"13/11/13",1,"B",0.9403,"965","N",13,22,"K",1,3,20,"T",58915,"N",12,"ZA",0,2,"N",0,"O",0,24,2,11,-1,"N","CA"
51702,"8/5/15",1,"B",0.9153,"935","N",5,22,"E",0,3,20,"V",17924,"N",13,"ZA",0,2,"N",0,"R",0,25,1,6,-1,"N","CA"
51703,"6/2/13",0,"J",0.9559,"1,165","N",1,22,"F",1,5,23,"Q",57810,"N",-1,"ZA",0,2,"N",0,"D",0,1,3,5,-1,"N","TX"
51723,"22/4/15",0,"K",0.887,"1,113","Y",11,22,"F",1,5,11,"T",57718,"N",-1,"XH",0,,"N",0,"Q",1,13,14,4,-1,"N","TX"
51802,"21/7/14",0,"F",1.0006,"548","N",7,22,"E",1,5,11,"K",52882,"N",7,"XX",0,,"N",0,"R",1,10,4,17,-1,"N","NJ"
51811,"5/1/14",0,"B",0.9403,"935","N",15,22,"D",0,5,10,"K",63589,"N",-1,"ZA",0,2,"N",0,"O",1,25,2,11,-1,"N","CA"
51819,"1/7/14",0,"J",0.8928,"1,113","N",13,22,"G",0,5,11,"P",15120,"N",5,"ZA",0,2,"N",0,"J",0,6,25,13,-1,"N","TX"
51846,"12/1/13",0,"E",0.9368,"1,480","N",3,22,"K",1,5,23,"R",10743,"N",6,"ZA",0,2,"N",0,"R",0,4,9,25,-1,"N","IL"
51864,"6/4/15",0,"F",1.0101,"548","N",4,22,"H",1,5,20,"K",48597,"N",4,"XX",0,,"N",0,"R",1,8,4,16,-1,"N","NJ"
51910,"7/8/13",1,"F",0.9919,"564","N",10,22,"E",1,3,21,"Q",43179,"N",6,"XI",0,,"N",0,"R",1,20,4,19,-1,"Y","NJ"
51913,"15/11/14",0,"B",0.9153,"935","N",15,22,"D",1,5,11,"R",21895,"N",12,"ZA",0,2,"Y",0,"O",1,24,2,12,-1,"N","CA"
51914,"2/4/13",0,"B",0.9403,"965","N",14,22,"E",1,3,15,"P",53855,"N",4,"ZA",0,2,"N",0,"O",0,25,1,8,-1,"N","CA"
51940,"15/2/14",1,"F",0.9685,"548","N",5,22,"E",1,3,20,"R",1825,"N",7,"ZT",0,2,"N",0,"N",1,10,4,22,-1,"N","NJ"
51962,"24/2/13",0,"B",0.9403,"965","N",7,22,"J",1,5,23,"M",2011,"N",10,"ZA",0,2,"N",0,"O",0,23,2,10,-1,"N","CA"
51965,"7/4/14",0,"F",1.0006,"548","N",4,22,"E",0,5,11,"K",12415,"N",-1,"ZE",0,,"Y",0,"R",1,14,4,18,-1,"N","NJ"
51973,"28/4/15",0,"B",0.9153,"935","N",1,22,"D",1,5,11,"K",19034,"N",-1,"ZA",0,2,"N",0,"D",1,1,2,8,-1,"N","CA"
51983,"14/1/15",0,"J",0.887,"1,113","N",8,22,"G",1,5,11,"T",29508,"N",8,"ZT",0,,"Y",0,"S",1,9,24,15,-1,"N","TX"
51987,"9/9/14",0,"J",0.8928,"1,113","N",21,25,"G",1,5,11,"P",7848,"N",-1,"XX",0,,"N",0,"Q",1,24,14,5,-1,"N","TX"
51988,"3/3/14",0,"F",0.9566,"548","N",11,22,"E",1,3,20,"K",62951,"N",20,"XX",0,2,"N",0,"R",1,19,4,21,-1,"N","NJ"
52052,"16/4/15",0,"K",0.887,"1,113","Y",6,22,"K",1,5,11,"Q",45111,"N",-1,"ZA",0,2,"N",0,"S",0,2,25,11,-1,"N","TX"
52077,"13/8/13",1,"B",0.9403,"965","N",10,25,"E",1,3,21,"P",56088,"N",6,"ZA",0,2,"N",0,"D",0,25,2,8,-1,"Y","CA"
52155,"28/2/15",0,"K",0.887,"1,113","Y",14,22,"F",1,5,11,"R",47504,"N",15,"XJ",0,,"N",0,"Q",1,12,17,4,-1,"N","TX"
52156,"28/1/15",1,"K",0.887,"1,113","Y",7,25,"A",0,4,11,"V",51549,"N",6,"ZT",0,,"N",0,"S",1,9,23,6,-1,"N","TX"
52165,"17/6/14",0,"F",1.0006,"548","N",6,22,"E",1,5,11,"P",12309,"N",14,"ZT",0,,"N",0,"R",1,9,4,17,-1,"N","NJ"
52166,"22/9/14",0,"B",0.9153,"935","N",11,22,"J",1,3,20,"K",26481,"N",5,"ZA",0,2,"N",0,"O",1,15,2,14,-1,"N","CA"
52177,"4/1/14",0,"E",0.9472,"1,487","N",14,22,"A",1,5,7,"K",49814,"N",5,"XD",0,,"N",0,"N",1,16,9,25,-1,"N","IL"
52183,"5/5/15",0,"F",1.0101,"548","N",3,22,"J",1,3,20,"P",38530,"N",-1,"XM",0,,"N",0,"N",1,7,4,18,-1,"N","NJ"
52195,"15/2/15",0,"C",0.9108,"1,487","Y",11,22,"F",1,5,11,"R",5892,"N",24,"XS",0,,"N",0,"R",1,13,9,25,-1,"N","IL"
52210,"15/7/13",0,"J",0.9691,"1,165","N",6,22,"G",0,5,1,"K",40151,"N",-1,"ZA",0,2,"N",0,"S",0,5,13,6,-1,"N","TX"
52229,"2/3/13",0,"E",0.9375,"1,480","N",5,22,"K",0,5,23,"R",54080,"N",6,"ZG",0,,"N",0,"R",1,9,11,24,-1,"N","IL"
52254,"23/9/13",0,"B",0.9403,"965","N",12,25,"E",1,3,20,"T",9164,"N",-1,"ZA",0,2,"N",0,"O",1,13,2,12,-1,"N","CA"
52294,"15/2/13",0,"B",0.9403,"965","N",7,25,"K",1,5,23,"V",39748,"N",21,"ZA",0,2,"N",0,"D",0,15,2,12,-1,"N","CA"
52309,"31/3/15",0,"K",0.887,"1,113","Y",3,22,"K",0,5,11,"P",39612,"N",11,"XM",0,,"N",0,"J",1,3,24,15,-1,"N","TX"
52484,"29/5/14",1,"F",1.0006,"548","N",7,25,"J",1,3,20,"Q",3134,"N",7,"YH",0,,"N",0,"N",0,2,4,18,-1,"N","NJ"
52530,"4/3/15",0,"K",0.887,"1,113","Y",8,22,"F",1,5,11,"T",59925,"N",15,"XH",0,,"N",0,"D",1,12,24,15,-1,"N","TX"
52533,"17/1/14",0,"E",0.9472,"1,487","N",4,22,"K",1,5,7,"V",52453,"N",22,"ZA",0,2,"N",0,"K",0,2,11,23,-1,"N","IL"
52558,"23/7/13",0,"B",0.9403,"965","N",11,22,"D",1,5,1,"T",25051,"N",22,"ZA",0,2,"N",0,"O",1,13,2,11,-1,"N","CA"
52605,"9/7/13",0,"J",0.9691,"1,165","N",4,22,"F",1,4,1,"P",65145,"N",-1,"ZW",0,,"N",0,"J",1,1,14,9,-1,"N","TX"
52620,"18/3/14",0,"F",0.9566,"548","N",17,22,"E",1,5,11,"P",36359,"N",-1,"XD",0,,"N",0,"R",1,23,4,21,-1,"N","NJ"
52653,"13/11/13",1,"F",0.9919,"564","N",4,25,"E",1,4,7,"T",51307,"N",3,"ZT",0,,"N",0,"R",1,6,4,16,-1,"N","NJ"
52662,"23/10/14",0,"B",0.9153,"935","N",11,22,"E",1,2,20,"P",24755,"N",9,"ZA",0,2,"N",0,"O",1,24,2,4,-1,"N","CA"
52687,"7/4/14",1,"B",0.9153,"935","N",4,25,"J",1,4,11,"P",6025,"N",5,"ZA",0,2,"N",0,"R",1,14,2,10,-1,"N","CA"
52697,"24/2/14",0,"B",0.9403,"935","N",10,22,"D",1,5,11,"K",18622,"N",5,"ZA",0,2,"N",0,"I",1,17,2,13,-1,"N","CA"
52712,"17/2/14",0,"B",0.9403,"935","N",15,22,"E",1,3,20,"K",2770,"N",5,"ZA",0,2,"N",0,"D",1,25,2,13,-1,"N","CA"
52734,"2/3/15",0,"B",0.9153,"935","N",7,22,"J",1,3,20,"K",46844,"N",22,"ZA",0,2,"N",0,"O",1,6,2,11,-1,"N","CA"
52742,"31/8/13",1,"J",0.9691,"1,165","N",2,25,"F",1,4,4,"P",65002,"N",11,"XD",0,,"N",0,"S",1,1,14,9,-1,"N","TX"
52778,"23/11/13",0,"J",0.9258,"1,165","N",25,22,"A",0,5,7,"R",10779,"N",5,"XM",0,,"N",0,"J",1,16,14,6,-1,"N","TX"
52783,"6/1/13",0,"J",0.9559,"1,165","N",1,25,"F",1,4,23,"M",66946,"N",6,"ZH",0,,"N",0,"R",1,1,7,4,-1,"N","TX"
52799,"29/8/13",0,"B",0.9403,"965","N",4,22,"D",1,5,4,"Q",20770,"N",-1,"ZA",0,2,"N",0,"J",0,2,2,13,-1,"N","CA"
52858,"28/5/13",0,"B",0.9403,"965","N",24,22,"D",1,5,1,"P",43002,"N",5,"ZA",0,2,"Y",0,"O",1,24,2,4,-1,"N","CA"
52887,"21/3/13",0,"F",0.8945,"564","N",10,22,"E",1,3,15,"T",3887,"N",10,"ZT",0,2,"N",0,"R",1,17,4,19,-1,"N","NJ"
52898,"11/11/14",1,"F",1.0006,"548","N",6,25,"E",1,3,11,"P",3962,"N",8,"XR",0,,"N",0,"R",1,15,4,20,-1,"N","NJ"
52933,"21/4/15",1,"B",0.9153,"935","N",5,22,"E",1,3,20,"P",56768,"N",4,"ZA",0,2,"N",0,"D",0,20,2,11,-1,"N","CA"
52979,"6/9/13",0,"E",0.9489,"1,480","N",2,25,"K",0,5,10,"V",56809,"N",20,"XB",0,,"N",0,"R",1,1,11,24,-1,"N","IL"
53059,"13/5/14",1,"B",0.9153,"935","N",17,25,"E",0,4,10,"P",25265,"N",4,"ZA",0,2,"Y",0,"O",1,25,2,7,-1,"N","CA"
